,Disease1,Disease2,Sim_score
357683,D061222,D019636,0.2121549632404282
357684,D061222,D019846,0.3370739794809506
357685,D061222,D019954,0.2030431478933664
357698,D061222,D020186,0.2134224341892219
357705,D061222,D020196,0.5041854037167711
357706,D061222,D020204,0.3439079049411127
357707,D061222,D020205,0.3441862769950544
357708,D061222,D020206,0.3307826859406338
357709,D061222,D020217,0.3221748742907819
357710,D061222,D020221,0.6211399423178204
357713,D061222,D020258,0.1680454540519787
357725,D061222,D020331,0.4977278781189715
357726,D061222,D020333,0.329829007
357729,D061222,D020338,0.3488635990248003
357730,D061222,D020339,0.3284958898647091
357739,D061222,D020417,0.3358023051025784
357740,D061222,D020421,0.4298305114421388
357748,D061222,D020431,0.3832857739890277
357749,D061222,D020432,0.3614738384363313
357750,D061222,D020433,0.7183470671303599
357755,D061222,D020521,0.1721802092598051
357773,D061222,D020879,0.1726162219427564
357786,D061222,D024801,0.1798021829180997
357788,D061222,D029241,0.3197401080793055
357789,D061222,D029242,0.3420145097390571
357792,D061222,D038223,0.3509870372799573
357793,D061222,D038642,0.359939443567581
357816,D061222,D053578,0.3206710422327098
357848,D061222,D058923,0.1850355228451536
357849,D061222,D059348,0.3709908770000786
357851,D061222,D060486,0.2933172210783514
357853,D061222,D061219,0.5532684731784631
357854,D061222,D061220,0.5525071276576632
357855,D061222,D061221,0.8574006003439119
357856,D061222,D061223,0.6416626055069431
357857,D061222,D061226,0.5772322109427407
357858,D061222,D061247,0.5567701022413141
357859,D061222,D061285,0.5426664166053146
357869,D061223,D000160,0.4864879671631841
357873,D061223,D014717,0.1696446924014595
357874,D061223,D014786,0.2058400829008925
357875,D061223,D014826,0.684988631
357876,D061223,D014832,0.1730784956267613
357880,D061223,D014929,0.3678170103656073
357881,D061223,D015051,0.4251459453757756
357886,D061223,D020217,0.370603893
357889,D061223,D020338,0.4036963980170269
357893,D061223,D061285,0.6131640061223143
357894,D061224,D000160,0.4811080549391951
357907,D061224,D007859,0.1714046732611986
357915,D061224,D008337,0.4222158250643847
357916,D061224,D008338,0.3965090677089475
357918,D061224,D008440,0.393427202
357919,D061224,D008446,0.480769922
357921,D061224,D008556,0.3908255016806858
357922,D061224,D008569,0.1769156977593426
357923,D061224,D008577,0.1783960596936366
357926,D061224,D008581,0.1999727722645371
357937,D061224,D008881,0.1685057007829729
357938,D061224,D009069,0.2234805329512294
357941,D061224,D009103,0.1792709611728917
357943,D061224,D009122,0.1688438505842633
357949,D061224,D009135,0.2199215465893024
357950,D061224,D009136,0.1732914408576292
357953,D061224,D009187,0.181671598
357956,D061224,D009220,0.1771389905418859
357962,D061224,D009408,0.176029509124186
357963,D061224,D009421,0.2118490375784591
357964,D061224,D009423,0.2361754216538248
357965,D061224,D009436,0.1858974458909711
357966,D061224,D009437,0.1693521657300845
357969,D061224,D009455,0.1719392408547143
357972,D061224,D009461,0.2648448476916212
357973,D061224,D009464,0.4349175731076367
357974,D061224,D009468,0.2474845324732789
357975,D061224,D009471,0.3956995406394973
357979,D061224,D009759,0.4398648642966278
357982,D061224,D009886,0.4465655413424795
357983,D061224,D009896,0.442561046
357984,D061224,D009901,0.4931994415837187
357985,D061224,D009902,0.4441427072605368
357986,D061224,D009917,0.4121774081617647
357987,D061224,D010211,0.4259603357746866
357988,D061224,D010243,0.2019029103359925
357993,D061224,D010300,0.1793003790917395
357996,D061224,D010468,0.1820015599404657
357997,D061224,D010523,0.2240482808187322
357998,D061224,D010524,0.1984093318608786
358001,D061224,D010845,0.1921051144180622
358004,D061224,D010900,0.1949483432066765
358006,D061224,D011007,0.4061812178652607
358009,D061224,D011115,0.184145326
358013,D061224,D011304,0.2905056396352179
358017,D061224,D011596,0.1699409034402768
358024,D061224,D012133,0.2188387064103924
358033,D061224,D012640,0.1899966544004043
358034,D061224,D012678,0.2245139283012241
358037,D061224,D012887,0.4922286809886266
358038,D061224,D012891,0.2697302013430346
358040,D061224,D012893,0.213056831509844
358044,D061224,D013064,0.178566267735751
358045,D061224,D013106,0.1686717874979663
358046,D061224,D013117,0.2998275316011753
358047,D061224,D013118,0.2148518261556349
358048,D061224,D013119,0.4478743429787271
358052,D061224,D013285,0.4570513283300658
358059,D061224,D013494,0.3979762960745058
358072,D061224,D014012,0.3264626106948645
358075,D061224,D014277,0.4237408273110494
358079,D061224,D014474,0.1874254136045007
358083,D061224,D014717,0.3342225635825331
358084,D061224,D014786,0.1942257137165188
358085,D061224,D014826,0.5806307465310465
358086,D061224,D014832,0.5753433014222455
358091,D061224,D014929,0.3613611312802607
358092,D061224,D015051,0.3998912829628342
358093,D061224,D015173,0.1862212835888927
358099,D061224,D015418,0.4111125641219154
358103,D061224,D015594,0.3795379136474586
358104,D061224,D015835,0.4993877737661991
358105,D061224,D015840,0.4122244788463963
358112,D061224,D016472,0.1841975879396889
358113,D061224,D016518,0.3884607981564601
358121,D061224,D016920,0.1755620860180294
358124,D061224,D017096,0.1717534345450256
358129,D061224,D017246,0.3929362271458855
358135,D061224,D017769,0.2451183834277845
358138,D061224,D018317,0.1916118434294471
358145,D061224,D018917,0.4006450288946802
358150,D061224,D019574,0.3960822052319304
358152,D061224,D019636,0.2389763483323339
358153,D061224,D019846,0.3719846141558222
358154,D061224,D019954,0.2314928731078539
358157,D061224,D020140,0.1769002087526941
358163,D061224,D020181,0.2501659617642197
358164,D061224,D020182,0.2062265728332527
358174,D061224,D020196,0.5379293823014832
358175,D061224,D020204,0.369890727703937
358176,D061224,D020205,0.3701848069400747
358177,D061224,D020206,0.3597777552347204
358178,D061224,D020217,0.3521291622110262
358179,D061224,D020221,0.6583816098610659
358183,D061224,D020258,0.1931014291857306
358198,D061224,D020331,0.366683134
358199,D061224,D020333,0.36305678803682
358202,D061224,D020338,0.3990999063994454
358203,D061224,D020339,0.3632236713368195
358213,D061224,D020417,0.370602961
358214,D061224,D020421,0.5053723139454164
358215,D061224,D020422,0.1829366886313828
358222,D061224,D020431,0.4170757840266318
358223,D061224,D020432,0.393832715
358224,D061224,D020433,0.4489855199814911
358226,D061224,D020511,0.181860919263971
358229,D061224,D020521,0.1998427569049827
358233,D061224,D020721,0.1709635397190605
358234,D061224,D020734,0.1951629644874822
358235,D061224,D020752,0.187988340138214
358247,D061224,D020879,0.1990010758467284
358248,D061224,D020886,0.1778522464887623
358250,D061224,D020919,0.1938718391275775
358259,D061224,D020966,0.1852524798455416
358261,D061224,D024801,0.2061650281762108
358263,D061224,D029241,0.35410231324741
358264,D061224,D029242,0.3777663204775271
358267,D061224,D038223,0.3811873727252635
358268,D061224,D038642,0.3874206002305566
358281,D061224,D052245,0.2629698355297113
358291,D061224,D053578,0.354468833773838
358301,D061224,D054220,0.1796933080243554
358304,D061224,D054969,0.1802040058271594
358313,D061224,D055955,0.2511021357793731
358315,D061224,D056784,0.2041505818254985
358317,D061224,D057177,0.1813588541545421
358325,D061224,D058923,0.2010695049615329
358326,D061224,D059348,0.4004310994901351
358328,D061224,D060486,0.3260768499893132
358330,D061224,D061219,0.5842826073295495
358331,D061224,D061220,0.5860032719126151
358332,D061224,D061221,0.6493041984963873
358333,D061224,D061222,0.6027855538011883
358334,D061224,D061223,0.8446167328922692
358335,D061224,D061226,0.8760331623104568
358336,D061224,D061247,0.586203774
358337,D061224,D061285,0.5884878237858219
358342,D061224,D065703,0.168438488859037
358348,D061226,D000160,0.4598386901129563
358357,D061226,D012133,0.2033284280167133
358366,D061226,D012640,0.1769610065470268
358367,D061226,D012678,0.2104041205432927
358370,D061226,D012887,0.4715436786587058
358371,D061226,D012891,0.2524631963051172
358373,D061226,D012893,0.1993349788076238
358379,D061226,D013117,0.2837244804720186
358380,D061226,D013118,0.2012862626577021
358381,D061226,D013119,0.4289000145388894
358385,D061226,D013285,0.4371490221814409
358392,D061226,D013494,0.3795225594516952
358405,D061226,D014012,0.3084043916542499
358408,D061226,D014277,0.4040381797976618
358412,D061226,D014474,0.1737921896495536
358416,D061226,D014717,0.3161932378522992
358417,D061226,D014786,0.1805983945321813
358418,D061226,D014826,0.553061984
358419,D061226,D014832,0.5493882435670595
358423,D061226,D014929,0.3430532641294411
358424,D061226,D015051,0.3801928103821229
358425,D061226,D015173,0.1725804094839395
358438,D061226,D017769,0.2302476543414435
358445,D061226,D020181,0.2331912158094894
358446,D061226,D020182,0.1904055817737077
358451,D061226,D020196,0.5185733813245422
358452,D061226,D020204,0.3521089764205296
358453,D061226,D020205,0.3523950521298671
358454,D061226,D020206,0.3417059607882943
358455,D061226,D020217,0.3350142599733703
358461,D061226,D020333,0.3463796168038056
358462,D061226,D020338,0.3796464149927962
358463,D061226,D020421,0.486313967
358467,D061226,D020432,0.377807124
358468,D061226,D020433,0.4287659129407207
358469,D061226,D020521,0.1858210658416333
358475,D061226,D020919,0.1800540246521723
358480,D061226,D024801,0.1928724650075529
358484,D061226,D038642,0.3690511375151211
358489,D061226,D052245,0.2465172302253972
358497,D061226,D055955,0.2354811441171517
358499,D061226,D057177,0.168427471809985
358504,D061226,D061221,0.6232655033420476
358505,D061226,D061223,0.8128327261709198
358506,D061226,D061247,0.5637118355615955
358507,D061226,D061285,0.5637169537808003
358510,D061227,D000160,0.4268090538897547
358513,D061227,D000270,0.3282530065163248
358544,D061227,D001342,0.1731321249442863
358545,D061227,D001480,0.1782354235973179
358550,D061227,D001924,0.3985993583793788
358553,D061227,D001927,0.2272091452587089
358554,D061227,D001928,0.1716181237304826
358556,D061227,D001930,0.4739614651124516
358557,D061227,D001932,0.1732351651385463
358560,D061227,D002349,0.2411864811318766
358565,D061227,D002493,0.2436918704990026
358566,D061227,D002494,0.1899565226304139
358579,D061227,D002545,0.1686533978661806
358584,D061227,D002558,0.3743539088189469
358585,D061227,D002559,0.3924848338530586
358586,D061227,D002561,0.1966765137502259
358594,D061227,D003147,0.171820281502844
358598,D061227,D003389,0.5243119143040935
358599,D061227,D003390,0.4202458730008352
358607,D061227,D003704,0.1779298755876975
358608,D061227,D003711,0.1926444023750593
358613,D061227,D004370,0.3476687974030562
358639,D061227,D004827,0.1735391059763555
358646,D061227,D004834,0.372943159
358647,D061227,D004948,0.3741542445033056
358648,D061227,D005099,0.3649120774469424
358649,D061227,D005126,0.3807967525899106
358650,D061227,D005129,0.3894604676527375
358651,D061227,D005131,0.4442727781899364
358652,D061227,D005150,0.3618575105468792
358653,D061227,D005151,0.4929402107775734
358654,D061227,D005155,0.4482338435296261
358655,D061227,D005156,0.4266177856763834
358672,D061227,D006259,0.5484485007636863
358673,D061227,D006311,0.1713813830902983
358681,D061227,D006407,0.3814174337130107
358682,D061227,D006408,0.4034597310031732
358705,D061227,D007027,0.1748443011526002
358712,D061227,D007572,0.4151700859189181
358713,D061227,D007625,0.3297786995222301
358728,D061227,D008337,0.3918906417955187
358729,D061227,D008338,0.3729164888992715
358731,D061227,D008440,0.3655659690621383
358732,D061227,D008446,0.4524602001774968
358734,D061227,D008556,0.3595782829474513
358739,D061227,D008581,0.1709259115216523
358752,D061227,D009069,0.1926319785815293
358763,D061227,D009135,0.1883840762018755
358777,D061227,D009421,0.1823170769922225
358778,D061227,D009423,0.2046582636275509
358786,D061227,D009461,0.2305067639823187
358787,D061227,D009464,0.3829763898037997
358788,D061227,D009468,0.2172651890931447
358789,D061227,D009471,0.3558687378165565
358794,D061227,D009759,0.4040509963604425
358797,D061227,D009886,0.4068481604525369
358798,D061227,D009896,0.4077287033604461
358799,D061227,D009901,0.4560435370673844
358800,D061227,D009902,0.4091589965143035
358801,D061227,D009917,0.3833948442943187
358802,D061227,D010211,0.3926601700068016
358803,D061227,D010243,0.1715933407363027
358813,D061227,D010523,0.19315234126568
358822,D061227,D011007,0.3813773442989099
358851,D061227,D012678,0.1924323994466572
358854,D061227,D012887,0.4637938042422999
358857,D061227,D012893,0.1819091126927643
358863,D061227,D013117,0.273451844157743
358864,D061227,D013118,0.1847002544700186
358865,D061227,D013119,0.4139363968115342
358869,D061227,D013285,0.419547823073109
358877,D061227,D013494,0.3592451961076556
358894,D061227,D014277,0.3871621178483385
358904,D061227,D014826,0.386479724
358910,D061227,D014929,0.3167634795532487
358911,D061227,D015051,0.3721319046126313
358923,D061227,D015418,0.3729569931528286
358928,D061227,D015594,0.3500060595727236
358931,D061227,D015807,0.3790329661457591
358932,D061227,D015835,0.4593541368218389
358933,D061227,D015840,0.3788956403552704
358945,D061227,D016489,0.4470613064611926
358946,D061227,D016518,0.3412049626834703
358949,D061227,D016543,0.1895567881433912
358954,D061227,D016697,0.3366689958837145
358975,D061227,D017246,0.3547210509170234
358982,D061227,D017769,0.2137979968329467
358986,D061227,D018304,0.349185451582619
359001,D061227,D018917,0.3668307003237793
359008,D061227,D019574,0.3600581152152848
359013,D061227,D019636,0.2095335190471131
359014,D061227,D019846,0.3357137232221908
359015,D061227,D019954,0.1988040274055278
359048,D061227,D020196,0.5057916390126979
359049,D061227,D020197,0.3906234076767245
359050,D061227,D020198,0.4311227604720883
359051,D061227,D020199,0.3470711169929891
359052,D061227,D020200,0.3581741474510144
359053,D061227,D020201,0.3581016466971481
359054,D061227,D020202,0.3329936508578234
359055,D061227,D020203,0.3023794194463885
359056,D061227,D020204,0.3490194517297963
359057,D061227,D020205,0.349293639
359058,D061227,D020206,0.3310587572460714
359059,D061227,D020207,0.3395549983208174
359060,D061227,D020208,0.3683321503204539
359061,D061227,D020209,0.7311866221604524
359062,D061227,D020210,0.2881488374941962
359063,D061227,D020211,0.3089120970079635
359064,D061227,D020212,0.3550659466348268
359065,D061227,D020214,0.3795239224850266
359066,D061227,D020215,0.3140620236324631
359067,D061227,D020216,0.3010550684106874
359068,D061227,D020217,0.3201481055773668
359069,D061227,D020220,0.6290865904048422
359070,D061227,D020221,0.63482992
359097,D061227,D020271,0.1757008598489743
359098,D061227,D020274,0.1894303022177903
359117,D061227,D020330,0.3588114273097639
359118,D061227,D020331,0.3333351210504454
359119,D061227,D020333,0.333500012
359122,D061227,D020338,0.3520551977330183
359123,D061227,D020339,0.3272170943537368
359135,D061227,D020417,0.3372039437037964
359136,D061227,D020421,0.435551121980897
359145,D061227,D020430,0.1946097272738019
359146,D061227,D020431,0.3899487979532012
359147,D061227,D020432,0.3685150885699203
359148,D061227,D020433,0.411068038582724
359149,D061227,D020435,0.3696776974921532
359150,D061227,D020437,0.3808618783311876
359195,D061227,D020820,0.1695578293312852
359198,D061227,D020833,0.3590559795360869
359201,D061227,D020879,0.1688987029759513
359207,D061227,D020920,0.1720068122293777
359225,D061227,D024801,0.1766728049754916
359229,D061227,D029241,0.31909247795343
359230,D061227,D029242,0.3409984707016731
359235,D061227,D038223,0.3532479908974658
359237,D061227,D038642,0.3640552290976792
359245,D061227,D046648,0.3320364391532233
359272,D061227,D053578,0.3190680637748662
359300,D061227,D055952,0.3225820953982311
359309,D061227,D056784,0.1732740024324181
359312,D061227,D056886,0.2786944238315105
359313,D061227,D057112,0.331152775154485
359327,D061227,D058923,0.1886490736015804
359329,D061227,D059348,0.3710499520230866
359333,D061227,D060486,0.2928915001534912
359337,D061227,D061219,0.5701348401337478
359338,D061227,D061220,0.5656613698828059
359339,D061227,D061221,0.6229351470390038
359340,D061227,D061222,0.5801921612135195
359341,D061227,D061223,0.656704477
359342,D061227,D061224,0.6130689746644682
359343,D061227,D061226,0.5893554793172128
359344,D061227,D061228,0.5979495484180535
359345,D061227,D061247,0.5765966494770453
359346,D061227,D061285,0.5560392456164592
359347,D061227,D061287,0.5707290521537699
359353,D061227,D065306,0.3882534784232745
359354,D061227,D065634,0.4227360708309451
359364,D061228,D000160,0.4281728407543214
359382,D061228,D007027,0.1758641894021913
359388,D061228,D007572,0.4165059032026466
359389,D061228,D007625,0.3309841255517677
359404,D061228,D008337,0.3931774810265833
359405,D061228,D008338,0.3741267674991829
359407,D061228,D008440,0.3667896970756824
359408,D061228,D008446,0.4538450779833264
359410,D061228,D008556,0.3607919073766701
359415,D061228,D008581,0.1719273032371202
359425,D061228,D008607,0.1682355256373721
359428,D061228,D009069,0.1936780068536099
359439,D061228,D009135,0.1894256805009732
359453,D061228,D009421,0.1833334908929954
359454,D061228,D009423,0.2057236089801022
359462,D061228,D009461,0.2316404878194179
359463,D061228,D009464,0.3842990232459905
359464,D061228,D009468,0.2183483769651938
359465,D061228,D009471,0.3571279501372909
359469,D061228,D009759,0.4053738352549607
359472,D061228,D009886,0.4081993510101783
359473,D061228,D009896,0.4090540330263345
359474,D061228,D009901,0.4574781691296938
359475,D061228,D009902,0.4104881754663387
359476,D061228,D009917,0.3846486840188454
359477,D061228,D010211,0.3939464268091554
359478,D061228,D010243,0.1726010402865911
359487,D061228,D010523,0.1941995354935793
359496,D061228,D011007,0.3825970455099254
359524,D061228,D012678,0.1934839209644126
359527,D061228,D012887,0.4651850951779275
359530,D061228,D012893,0.1829376121248347
359536,D061228,D013117,0.2745679841390529
359537,D061228,D013118,0.1857290862957782
359538,D061228,D013119,0.4152895479685163
359542,D061228,D013285,0.4209135355829111
359549,D061228,D013494,0.3605020383381195
359565,D061228,D014277,0.3884678023552638
359575,D061228,D014826,0.3877822511314128
359581,D061228,D014929,0.3179515951057888
359582,D061228,D015051,0.3733594833787068
359590,D061228,D015418,0.3742367888358535
359594,D061228,D015594,0.351195327977076
359596,D061228,D015835,0.460815118
359597,D061228,D015840,0.3801549831963141
359605,D061228,D016518,0.3424388592410728
359621,D061228,D017246,0.3559667205393007
359628,D061228,D017769,0.2148520523726235
359640,D061228,D018917,0.3680697453299462
359645,D061228,D019574,0.3613003236223981
359649,D061228,D019636,0.2105977487172997
359650,D061228,D019846,0.3369151683937555
359651,D061228,D019954,0.199870438933489
359674,D061228,D020196,0.5073261543520171
359675,D061228,D020198,0.4324873216706947
359676,D061228,D020204,0.3501666756029931
359677,D061228,D020205,0.350441380484853
359678,D061228,D020206,0.3322140493855106
359679,D061228,D020217,0.3213209152725328
359680,D061228,D020221,0.6363369008460422
359704,D061228,D020331,0.3345136274147574
359705,D061228,D020333,0.3346618984147506
359708,D061228,D020338,0.3532554525902938
359709,D061228,D020339,0.3284058347342677
359720,D061228,D020417,0.3383948404301165
359721,D061228,D020421,0.436906752
359729,D061228,D020431,0.3911882919714919
359730,D061228,D020432,0.3697078735028741
359731,D061228,D020433,0.4124260414743986
359737,D061228,D020521,0.1687012796431596
359759,D061228,D020879,0.1699012401289606
359775,D061228,D024801,0.1776852868626524
359777,D061228,D029241,0.3202642563714237
359778,D061228,D029242,0.3422157729174628
359782,D061228,D038223,0.3544495909798276
359783,D061228,D038642,0.3652377996530086
359806,D061228,D053578,0.3202368723200601
359830,D061228,D056784,0.1742907202945444
359840,D061228,D058923,0.1889192161052678
359841,D061228,D059348,0.3722878087737157
359843,D061228,D060486,0.2940138608055634
359845,D061228,D061219,0.5714615128431908
359846,D061228,D061220,0.5670143827744127
359847,D061228,D061221,0.6244426722226443
359848,D061228,D061222,0.581607835
359849,D061228,D061223,0.6582565373171405
359850,D061228,D061224,0.6145879858319077
359851,D061228,D061226,0.5908218046232278
359852,D061228,D061247,0.5779137444738025
359853,D061228,D061285,0.5573645633342575
359864,D061247,D000160,0.4013931782938281
359875,D061247,D014826,0.3598980420479025
359880,D061247,D014929,0.2906822469418966
359881,D061247,D015051,0.3495638093390104
359886,D061247,D017769,0.1919400020240714
359890,D061247,D020217,0.2969282749598322
359894,D061247,D020338,0.3292763331115361
359895,D061247,D020421,0.4129954095907356
359902,D061247,D061223,0.6333284343992192
359903,D061247,D061285,0.5349947093308591
359906,D061285,D014826,0.3711824890629561
359907,D061285,D014832,0.2759575537398437
359911,D061285,D014929,0.3012741766533108
359912,D061285,D015051,0.3422925012849963
359919,D061287,D000160,0.4015267974118944
359947,D061287,D006407,0.3580118618081257
359948,D061287,D006408,0.3790727901626194
359976,D061287,D007572,0.3903869584646872
359977,D061287,D007625,0.3072783210364571
359992,D061287,D008337,0.3679651789160877
359993,D061287,D008338,0.3503376094588785
359995,D061287,D008440,0.3427499925105758
359996,D061287,D008446,0.4268207624584116
359998,D061287,D008556,0.3369331248349129
360016,D061287,D009069,0.1731199630627375
360027,D061287,D009135,0.1689483123271178
360042,D061287,D009423,0.184813862465669
360050,D061287,D009461,0.2094928018130041
360051,D061287,D009464,0.3584141898394288
360052,D061287,D009468,0.1971145711595451
360053,D061287,D009471,0.3324200901714264
360058,D061287,D009759,0.3794851967967452
360061,D061287,D009886,0.3817860955279538
360062,D061287,D009896,0.3831192684750609
360063,D061287,D009901,0.4295261148251376
360064,D061287,D009902,0.3844821408919378
360065,D061287,D009917,0.3600488825817262
360066,D061287,D010211,0.3687360836444573
360076,D061287,D010523,0.1736202374156216
360085,D061287,D011007,0.3586323306234405
360114,D061287,D012678,0.1728257697847164
360117,D061287,D012887,0.4380426313316402
360126,D061287,D013117,0.2526125633573555
360128,D061287,D013119,0.3888784133122624
360132,D061287,D013285,0.394231921
360139,D061287,D013494,0.3358382570837436
360155,D061287,D014277,0.3628970391137101
360165,D061287,D014826,0.3622700397231426
360171,D061287,D014929,0.2945690856432787
360172,D061287,D015051,0.3492480873878849
360181,D061287,D015418,0.3491464116200807
360185,D061287,D015594,0.3277912751907104
360187,D061287,D015835,0.432378690638462
360188,D061287,D015840,0.3554446960280973
360197,D061287,D016489,0.422160646
360198,D061287,D016518,0.3182021818379315
360200,D061287,D016697,0.3144283920231063
360215,D061287,D017246,0.3315108203947629
360222,D061287,D017769,0.1940492233899823
360234,D061287,D018917,0.3437371786795097
360240,D061287,D019574,0.3369088556096556
360244,D061287,D019636,0.1897082905923331
360245,D061287,D019846,0.3132836763970116
360246,D061287,D019954,0.1789413070918151
360272,D061287,D020196,0.4775965703243213
360273,D061287,D020197,0.368168176554595
360274,D061287,D020198,0.4058376
360275,D061287,D020199,0.3248869888676213
360276,D061287,D020200,0.3355710264086612
360277,D061287,D020204,0.3275554
360278,D061287,D020205,0.3278204142012577
360279,D061287,D020206,0.3094517494437557
360280,D061287,D020217,0.2982484326580726
360281,D061287,D020221,0.6068999223034839
360309,D061287,D020331,0.3113107540360076
360310,D061287,D020333,0.3117700132415392
360313,D061287,D020338,0.3296461847870041
360314,D061287,D020339,0.3050116489005242
360326,D061287,D020417,0.314960362
360327,D061287,D020421,0.4104114370603761
360335,D061287,D020431,0.3668473641121708
360336,D061287,D020432,0.3462381183483569
360337,D061287,D020433,0.385886868
360338,D061287,D020437,0.3581197236252439
360386,D061287,D029241,0.2971872307696538
360387,D061287,D029242,0.3182883931155116
360392,D061287,D038223,0.3308222299728992
360393,D061287,D038642,0.3419655667525766
360399,D061287,D046648,0.3103864762422482
360424,D061287,D053578,0.2972154184642632
360458,D061287,D058923,0.1837351530095149
360459,D061287,D059348,0.3480062095692015
360461,D061287,D060486,0.2718631304926026
360463,D061287,D061219,0.545393781
360464,D061287,D061220,0.540452586
360465,D061287,D061221,0.594995569
360466,D061287,D061222,0.5538733329199895
360467,D061287,D061223,0.627981659
360468,D061287,D061224,0.5849272336097981
360469,D061287,D061226,0.5621419775121576
360470,D061287,D061228,0.5720570430620731
360471,D061287,D061247,0.55202583
360472,D061287,D061285,0.5313222653492492
360485,D062026,D000544,0.2365375709124377
360486,D062026,D000550,0.5093049354904213
360487,D062026,D000647,0.3312405708902537
360488,D062026,D000648,0.2827416506748562
360489,D062026,D000690,0.1701183440401865
360492,D062026,D000795,0.1683425113588225
360493,D062026,D000849,0.2843828284134551
360494,D062026,D000857,0.3538513600541719
360495,D062026,D001037,0.3227021564567821
360496,D062026,D001039,0.2806872845395434
360497,D062026,D001041,0.2712074578897417
360498,D062026,D001044,0.1871742990807211
360499,D062026,D001072,0.3136039267843171
360502,D062026,D001184,0.307620027
360503,D062026,D001259,0.2462965050977299
360504,D062026,D001260,0.1783136772306045
360505,D062026,D001264,0.2020109135267626
360506,D062026,D001304,0.1975946924841409
360507,D062026,D001308,0.4988134467894789
360509,D062026,D001480,0.2707623850642307
360510,D062026,D001750,0.2182237141211052
360511,D062026,D001766,0.5219229792421918
360513,D062026,D001922,0.2116208202563617
360514,D062026,D001924,0.1925003673646167
360515,D062026,D001925,0.2452273920595902
360516,D062026,D001926,0.3305577259265881
360517,D062026,D001927,0.3353969895246404
360518,D062026,D001928,0.2612227069713197
360519,D062026,D001929,0.222880425993379
360520,D062026,D001930,0.2453571918407574
360521,D062026,D001932,0.2620139647259266
360522,D062026,D002340,0.2351836563500164
360523,D062026,D002341,0.177465252737289
360525,D062026,D002375,0.2047779408383249
360527,D062026,D002389,0.3207192105227102
360529,D062026,D002493,0.2964806587690672
360530,D062026,D002494,0.2352362908938508
360531,D062026,D002524,0.235666949929986
360532,D062026,D002526,0.2485559091563202
360534,D062026,D002528,0.1939069467804522
360535,D062026,D002532,0.2112154160951093
360536,D062026,D002534,0.2260174715177038
360537,D062026,D002537,0.2048953104685625
360538,D062026,D002538,0.1896051114979375
360539,D062026,D002539,0.2145708882186361
360540,D062026,D002542,0.2219989200434026
360541,D062026,D002543,0.2213363652145044
360542,D062026,D002544,0.2139633081897885
360543,D062026,D002545,0.2521250606965757
360544,D062026,D002546,0.2084534971340616
360545,D062026,D002547,0.2168607398869468
360546,D062026,D002549,0.1750770913195875
360547,D062026,D002551,0.1933326911342331
360548,D062026,D002558,0.1903757882062751
360549,D062026,D002559,0.1961889252279695
360550,D062026,D002561,0.2888923172365837
360553,D062026,D002819,0.2407451264703587
360554,D062026,D003027,0.4675951063990653
360556,D062026,D003117,0.4823776610836175
360557,D062026,D003128,0.3415986734936459
360558,D062026,D003147,0.3994839745961304
360559,D062026,D003221,0.3577468824654298
360560,D062026,D003244,0.3910730840985937
360561,D062026,D003294,0.2022046027398051
360564,D062026,D003410,0.2741591718145909
360565,D062026,D003616,0.1761903638162714
360566,D062026,D003635,0.2768145510602808
360567,D062026,D003638,0.3645573801630916
360568,D062026,D003639,0.3193379912899787
360569,D062026,D003655,0.2230723615452977
360570,D062026,D003693,0.3284027578597547
360571,D062026,D003704,0.2704255973347353
360575,D062026,D004172,0.4869787368803038
360576,D062026,D004314,0.3341685049671217
360579,D062026,D004401,0.286265159
360581,D062026,D004408,0.3019677955173644
360582,D062026,D004409,0.2110002162005345
360583,D062026,D004410,0.3180442303612209
360584,D062026,D004411,0.2766443642997593
360585,D062026,D004421,0.2322292436239858
360586,D062026,D004422,0.1733396351470886
360587,D062026,D004454,0.2540854935180605
360588,D062026,D004652,0.1735647907990305
360589,D062026,D004660,0.2583367775867159
360591,D062026,D004671,0.2021716311420092
360593,D062026,D004673,0.1751698159209828
360597,D062026,D004678,0.2044868528552109
360598,D062026,D004679,0.1767562419874322
360599,D062026,D004681,0.193944711718562
360600,D062026,D004683,0.1682270386864462
360603,D062026,D004827,0.2655883623402888
360604,D062026,D004828,0.2273865289933829
360605,D062026,D004829,0.2260878333087471
360606,D062026,D004830,0.1870848349740727
360607,D062026,D004831,0.1917928906109063
360608,D062026,D004832,0.1830819701666949
360609,D062026,D004833,0.2005000480044693
360610,D062026,D004834,0.1778617993222725
360620,D062026,D005158,0.2185010575149335
360621,D062026,D005207,0.1948032167502134
360623,D062026,D005600,0.297443498422325
360624,D062026,D005621,0.1719458224422774
360626,D062026,D005693,0.1733131375096223
360627,D062026,D005733,0.1806304757478481
360628,D062026,D005776,0.1757287511802532
360629,D062026,D005862,0.4491041419211884
360630,D062026,D005879,0.1849311036866591
360633,D062026,D006211,0.1706517426243538
360634,D062026,D006212,0.5390999180198286
360637,D062026,D006311,0.4217232245006784
360638,D062026,D006312,0.3178627873612268
360639,D062026,D006313,0.305891621
360640,D062026,D006314,0.3272250750375312
360641,D062026,D006315,0.2811185997840364
360642,D062026,D006316,0.3054587869582894
360643,D062026,D006317,0.3337310673265105
360644,D062026,D006319,0.367454917
360645,D062026,D006407,0.1787145860589856
360646,D062026,D006408,0.1961512401306579
