Disease,Drug
D002493,DB00181
D002493,DB01393
D002493,DB00297
D002493,DB01101
D002493,DB00564
D002493,DB01161
D002493,DB00501
D002493,DB00827
D002493,DB00537
D002493,DB01211
D002493,DB00907
D002493,DB00979
D002493,DB00531
D002493,DB00987
D002493,DB00851
D002493,DB00694
D002493,DB00900
D002493,DB00985
D002493,DB01075
D002493,DB00822
D002493,DB01184
D002493,DB00988
D002493,DB00997
D002493,DB00625
D002493,DB00898
D002493,DB00927
D002493,DB00813
D002493,DB01073
D002493,DB01205
D002493,DB00690
D002493,DB03843
D002493,DB00400
D002493,DB00756
D002493,DB00327
D002493,DB01181
D002493,DB00458
D002493,DB00328
D002493,DB00951
D002493,DB01009
D002493,DB00848
D002493,DB01002
D002493,DB00281
D002493,DB00227
D002493,DB00737
D002493,DB01065
D002493,DB00454
D002493,DB00961
D002493,DB00333
D002493,DB00563
D002493,DB09241
D002493,DB00264
D002493,DB00916
D002493,DB00379
D002493,DB00683
D002493,DB01017
D002493,DB00648
D002493,DB00238
D002493,DB00435
D002493,DB01165
D002493,DB01229
D002493,DB00487
D002493,DB00652
D002493,DB00312
D002493,DB00806
D002493,DB01174
D002493,DB00252
D002493,DB00981
D002493,DB01168
D002493,DB00396
D002493,DB00818
D002493,DB00908
D002493,DB00206
D002493,DB00296
D002493,DB00649
D002493,DB00795
D002493,DB00373
D002493,DB01056
D002493,DB00273
D002493,DB00755
D002493,DB00897
D002493,DB00347
D002493,DB00792
D002493,DB00427
D002493,DB00313
D002493,DB00541
D002493,DB00361
D002493,DB00163
D002493,DB00909
D020314,DB01263
D020314,DB00635
D002494,DB00262
D002494,DB07565
D002494,DB00608
D002494,DB00091
D002494,DB00196
D002494,DB01026
D002494,DB00635
D016543,DB00262
D016543,DB00987
D016543,DB00773
D016543,DB00741
D016543,DB01206
D016543,DB00563
D016543,DB01204
D016543,DB01024
D016543,DB01168
D016543,DB00755
D016543,DB00541
D002524,DB00819
D002524,DB00915
D002524,DB01118
D002524,DB00181
D002524,DB00490
D002524,DB01101
D002524,DB00564
D002524,DB01068
D002524,DB00987
D002524,DB00822
D002524,DB01248
D002524,DB00544
D002524,DB00158
D002524,DB00996
D002524,DB01437
D002524,DB00951
D002524,DB00281
D002524,DB14509
D002524,DB00934
D002524,DB00454
D002524,DB00961
D002524,DB00916
D002524,DB01595
D002524,DB00487
D002524,DB00780
D002524,DB00252
D002524,DB01035
D002524,DB00571
D002524,DB00864
D002524,DB00675
D002524,DB00152
D002526,DB01118
D002526,DB00321
D002526,DB01101
D002526,DB00564
D002526,DB00477
D002526,DB00501
D002526,DB00907
D002526,DB00987
D002526,DB00694
D002526,DB00829
D002526,DB00390
D002526,DB00898
D002526,DB00544
D002526,DB00502
D002526,DB01181
D002526,DB00951
D002526,DB14509
D002526,DB00563
D002526,DB00916
D002526,DB01115
D002526,DB00698
D002526,DB00497
D002526,DB00850
D002526,DB00252
D002526,DB01168
D002526,DB11132
D002526,DB08329
D002526,DB00675
D002526,DB00755
D002526,DB00313
D002526,DB00661
D002526,DB00541
D002526,DB00163
D002526,DB00682
D002528,DB00959
D002528,DB02546
D002539,DB01200
D002539,DB00696
D002539,DB00422
D002539,DB01113
D002539,DB00388
D002539,DB00397
D002543,DB00819
D002543,DB00770
D002543,DB00321
D002543,DB00182
D002543,DB00278
D002543,DB01076
D002543,DB00181
D002543,DB01200
D002543,DB00201
D002543,DB00482
D002543,DB00446
D002543,DB01166
D002543,DB00215
D002543,DB00758
D002543,DB00907
D002543,DB00531
D002543,DB00091
D002543,DB00987
D002543,DB00694
D002543,DB00746
D002543,DB01234
D002543,DB00829
D002543,DB00997
D002543,DB01225
D002543,DB01364
D002543,DB00668
D002543,DB00783
D002543,DB00898
D002543,DB00574
D002543,DB00472
D002543,DB00695
D002543,DB01109
D002543,DB01050
D002543,DB00328
D002543,DB00982
D002543,DB00007
D002543,DB00589
D002543,DB01206
D002543,DB00653
D002543,DB00563
D002543,DB00959
D002543,DB00916
D002543,DB01204
D002543,DB00622
D002543,DB00184
D002543,DB00727
D002543,DB00368
D002543,DB09140
D002543,DB00022
D002543,DB01174
D002543,DB00946
D002543,DB00191
D002543,DB00397
D002543,DB01168
D002543,DB00396
D002543,DB00550
D002543,DB00852
D002543,DB00811
D002543,DB00867
D002543,DB00864
D002543,DB00675
D002543,DB00277
D002543,DB00752
D002543,DB00755
D002543,DB00541
D002543,DB00682
D020202,DB01234
D002544,DB01118
D002544,DB00182
D002544,DB00217
D002544,DB01200
D002544,DB00201
D002544,DB01166
D002544,DB00515
D002544,DB00907
D002544,DB01234
D002544,DB00320
D002544,DB00822
D002544,DB01248
D002544,DB00997
D002544,DB00470
D002544,DB00584
D002544,DB00668
D002544,DB00696
D002544,DB00783
D002544,DB01628
D002544,DB00544
D002544,DB00695
D002544,DB01296
D002544,DB01170
D002544,DB01109
D002544,DB01181
D002544,DB00563
D002544,DB00968
D002544,DB00422
D002544,DB01017
D002544,DB01115
D002544,DB00393
D002544,DB00325
D002544,DB09140
D002544,DB00388
D002544,DB00397
D002544,DB00252
D002544,DB01085
D002544,DB00396
D002544,DB01045
D002544,DB00669
D002544,DB00864
D002544,DB01041
D002544,DB00208
D002544,DB00302
D002544,DB00682
D002547,DB00181
D002547,DB11136
D002547,DB01219
D002547,DB01234
D002547,DB00653
D002547,DB00867
D002547,DB12965
D002547,DB00273
D002547,DB01080
D058565,DB01212
D058565,DB00563
D002558,DB01200
D002559,DB01200
D002561,DB00572
D002561,DB01200
D002561,DB06774
D002561,DB00575
D002561,DB00907
D002561,DB00091
D002561,DB00333
D002561,DB00959
D002561,DB00184
D002561,DB01115
D002561,DB00393
D002561,DB00435
D002561,DB00334
D002561,DB00022
D002561,DB00806
D002561,DB00175
D002561,DB00635
D002561,DB00396
D002561,DB00881
D002561,DB00811
D002561,DB00734
D002561,DB00669
D002561,DB00864
D002561,DB00624
D002561,DB13944
D002561,DB00208
D002561,DB08814
D002561,DB00682
D002607,DB00126
D002607,DB00541
D002819,DB00787
D002819,DB00915
D002819,DB00321
D002819,DB00543
D002819,DB00182
D002819,DB00972
D002819,DB00181
D002819,DB00810
D002819,DB00477
D002819,DB00501
D002819,DB00363
D002819,DB00907
D002819,DB01176
D002819,DB00434
D002819,DB00829
D002819,DB00390
D002819,DB01084
D002819,DB00426
D002819,DB00927
D002819,DB00472
D002819,DB00996
D002819,DB00502
D002819,DB00557
D002819,DB00555
D002819,DB01202
D002819,DB01235
D002819,DB00333
D002819,DB00563
D002819,DB00968
D002819,DB00422
D002819,DB01233
D002819,DB00916
D002819,DB00370
D002819,DB00745
D002819,DB01618
D002819,DB09389
D002819,DB00334
D002819,DB00904
D002819,DB00715
D002819,DB00850
D002819,DB00252
D002819,DB00981
D002819,DB00387
D002819,DB00818
D002819,DB00863
D002819,DB00206
D002819,DB00795
D002819,DB00391
D002819,DB04844
D002819,DB00277
D002819,DB00679
D002819,DB00752
D002819,DB00656
D002819,DB00831
D002819,DB00376
D002819,DB00313
D002819,DB00541
D021081,DB00813
D021081,DB00677
D021081,DB01183
D021081,DB00818
D021081,DB00519
D021081,DB00361
D054221,DB00550
D003027,DB00907
D003027,DB00696
D003027,DB00328
D003027,DB00883
D003027,DB00727
D003027,DB09140
D003027,DB00669
D003027,DB00273
D003027,DB00661
D003027,DB00682
D003117,DB01118
D003117,DB00564
D003117,DB00608
D003117,DB00537
D003117,DB00907
D003117,DB00746
D003117,DB00390
D003117,DB00330
D003117,DB00158
D003117,DB01050
D003117,DB00371
D003117,DB00703
D003117,DB00563
D003117,DB00350
D003117,DB00022
D003117,DB00252
D003117,DB00908
D003117,DB00863
D003117,DB00811
D003117,DB00675
D003117,DB00679
D003117,DB00906
D003117,DB00302
D003117,DB00313
D003117,DB01080
D003128,DB00316
D003128,DB00819
D003128,DB00414
D003128,DB00787
D003128,DB00404
D003128,DB00915
D003128,DB01118
D003128,DB06288
D003128,DB00321
D003128,DB01351
D003128,DB09274
D003128,DB00572
D003128,DB00181
D003128,DB01558
D003128,DB01156
D003128,DB01101
D003128,DB00564
D003128,DB00608
D003128,DB00672
D003128,DB00501
D003128,DB00537
D003128,DB00515
D003128,DB00215
D003128,DB01068
D003128,DB00575
D003128,DB00363
D003128,DB00907
D003128,DB00318
D003128,DB00091
D003128,DB00987
D003128,DB00633
D003128,DB00514
D003128,DB00647
D003128,DB00829
D003128,DB01119
D003128,DB00390
D003128,DB01075
D003128,DB00280
D003128,DB00822
D003128,DB01184
D003128,DB01142
D003128,DB00997
D003128,DB00450
D003128,DB01364
D003128,DB00402
D003128,DB00330
D003128,DB00898
D003128,DB00573
D003128,DB00813
D003128,DB01205
D003128,DB01544
D003128,DB00544
D003128,DB00623
D003128,DB00176
D003128,DB00695
D003128,DB01437
D003128,DB01016
D003128,DB00502
D003128,DB01050
D003128,DB01181
D003128,DB00224
D003128,DB00328
D003128,DB00951
D003128,DB01221
D003128,DB01235
D003128,DB00281
D003128,DB14509
D003128,DB00186
D003128,DB00653
D003128,DB00934
D003128,DB00933
D003128,DB00333
D003128,DB00703
D003128,DB00134
D003128,DB00563
D003128,DB01403
D003128,DB05246
D003128,DB00916
D003128,DB00683
D003128,DB00295
D003128,DB01183
D003128,DB01149
D003128,DB01115
D003128,DB01595
D003128,DB00727
D003128,DB00325
D003128,DB00334
D003128,DB00842
D003128,DB00776
D003128,DB09140
D003128,DB00595
D003128,DB01229
D003128,DB01337
D003128,DB01113
D003128,DB00715
D003128,DB00738
D003128,DB00652
D003128,DB00312
D003128,DB00780
D003128,DB01174
D003128,DB03255
D003128,DB00388
D003128,DB00252
D003128,DB00981
D003128,DB00635
D003128,DB00818
D003128,DB00571
D003128,DB00165
D003128,DB00468
D003128,DB01045
D003128,DB00734
D003128,DB00503
D003128,DB00936
D003128,DB00747
D003128,DB01104
D003128,DB09072
D003128,DB00139
D003128,DB00795
D003128,DB00864
D003128,DB00675
D003128,DB01162
D003128,DB00342
D003128,DB00277
D003128,DB00599
D003128,DB00679
D003128,DB00193
D003128,DB00302
D003128,DB00752
D003128,DB00656
D003128,DB00897
D003128,DB00376
D003128,DB00313
D003128,DB00541
D003128,DB00495
D003128,DB00425
D020918,DB00126
D020918,DB00295
D003221,DB06736
D003221,DB00316
D003221,DB00819
D003221,DB00787
D003221,DB00518
D003221,DB01001
D003221,DB00915
D003221,DB01118
D003221,DB00714
D003221,DB00181
D003221,DB01558
D003221,DB01200
D003221,DB00490
D003221,DB00611
D003221,DB00564
D003221,DB00262
D003221,DB01413
D003221,DB00438
D003221,DB00482
D003221,DB00475
D003221,DB00477
D003221,DB00501
D003221,DB00537
D003221,DB00215
D003221,DB01211
D003221,DB01068
D003221,DB01147
D003221,DB00363
D003221,DB00907
D003221,DB01176
D003221,DB00979
D003221,DB00091
D003221,DB00987
D003221,DB00746
D003221,DB01151
D003221,DB01234
D003221,DB01191
D003221,DB00514
D003221,DB00829
D003221,DB01396
D003221,DB00390
D003221,DB00985
D003221,DB01075
D003221,DB00822
D003221,DB00199
D003221,DB00898
D003221,DB00773
D003221,DB00927
D003221,DB00574
D003221,DB00813
D003221,DB01195
D003221,DB00322
D003221,DB01205
D003221,DB01544
D003221,DB00544
D003221,DB00472
D003221,DB00176
D003221,DB00695
D003221,DB00441
D003221,DB00502
D003221,DB01181
D003221,DB00458
D003221,DB00328
D003221,DB01247
D003221,DB00753
D003221,DB00951
D003221,DB01221
D003221,DB01026
D003221,DB04398
D003221,DB00848
D003221,DB01235
D003221,DB00281
D003221,DB00589
D003221,DB14509
D003221,DB00186
D003221,DB00678
D003221,DB00737
D003221,DB00358
D003221,DB01065
D003221,DB00814
D003221,DB01043
D003221,DB00961
D003221,DB00331
D003221,DB00333
D003221,DB00703
D003221,DB00563
D003221,DB01403
D003221,DB00968
D003221,DB00422
D003221,DB00959
D003221,DB01233
D003221,DB00916
D003221,DB00683
D003221,DB01017
D003221,DB00745
D003221,DB00295
D003221,DB00218
D003221,DB01183
D003221,DB01149
D003221,DB01595
D003221,DB01165
D003221,DB00338
D003221,DB01173
D003221,DB00497
D003221,DB00595
D003221,DB01229
D003221,DB00715
D003221,DB00487
D003221,DB00652
D003221,DB01186
D003221,DB00780
D003221,DB01174
D003221,DB00191
D003221,DB00397
D003221,DB00252
D003221,DB00981
D003221,DB01085
D003221,DB00319
D003221,DB00554
D003221,DB00761
D003221,DB00230
D003221,DB01087
D003221,DB00721
D003221,DB00387
D003221,DB00818
D003221,DB00571
D003221,DB00165
D003221,DB00468
D003221,DB01129
D003221,DB00863
D003221,DB01367
D003221,DB00734
D003221,DB00503
D003221,DB00747
D003221,DB01104
D003221,DB00864
D003221,DB00231
D003221,DB01041
D003221,DB00277
D003221,DB00679
D003221,DB00373
D003221,DB01056
D003221,DB00752
D003221,DB00656
D003221,DB00897
D003221,DB00376
D003221,DB00313
D003221,DB00661
D003221,DB00541
D003221,DB06283
D003221,DB00495
D003244,DB00714
D003244,DB00964
D003244,DB00181
D003244,DB00575
D003244,DB00531
D003244,DB00987
D003244,DB01151
D003244,DB01075
D003244,DB01248
D003244,DB00898
D003244,DB00813
D003244,DB01205
D003244,DB00502
D003244,DB00458
D003244,DB00328
D003244,DB00951
D003244,DB14509
D003244,DB00563
D003244,DB00422
D003244,DB00959
D003244,DB01017
D003244,DB00295
D003244,DB01183
D003244,DB00334
D003244,DB00338
D003244,DB01173
D003244,DB01229
D003244,DB00715
D003244,DB00312
D003244,DB00252
D003244,DB00981
D003244,DB00433
D003244,DB01182
D003244,DB01045
D003244,DB00391
D003244,DB00864
D003244,DB00675
D003244,DB00302
D003244,DB00897
D003244,DB00313
D065306,DB00195
D065306,DB00575
D065306,DB01234
D065306,DB00997
D065306,DB00898
D003389,DB00515
D003389,DB00907
D003389,DB00987
D003389,DB00563
D003389,DB00929
D003389,DB00165
D003389,DB01041
D003389,DB00541
D006259,DB00819
D006259,DB00572
D006259,DB01234
D006259,DB00312
D007562,DB09130
D003616,DB00313
D003616,DB00682
D003638,DB00415
D003638,DB00626
D003638,DB00446
D003638,DB07565
D003638,DB00515
D003638,DB00746
D003638,DB01234
D003638,DB00647
D003638,DB00997
D003638,DB00452
D003638,DB00695
D003638,DB01172
D003638,DB00772
D003638,DB00603
D003638,DB00916
D003638,DB00994
D003638,DB01229
D003638,DB01421
D003638,DB00571
D003638,DB01839
D003638,DB00908
D003638,DB00468
D003638,DB01082
D003638,DB01041
D003655,DB00181
D003655,DB00563
D003693,DB00819
D003693,DB00787
D003693,DB00518
D003693,DB00404
D003693,DB00915
D003693,DB00513
D003693,DB01118
D003693,DB06288
D003693,DB00321
D003693,DB00913
D003693,DB00335
D003693,DB00572
D003693,DB00207
D003693,DB00181
D003693,DB06698
D003693,DB00810
D003693,DB01558
D003693,DB01200
D003693,DB01156
D003693,DB00564
D003693,DB01413
D003693,DB00567
D003693,DB00475
D003693,DB00608
D003693,DB00477
D003693,DB00501
D003693,DB00537
D003693,DB00215
D003693,DB01211
D003693,DB01242
D003693,DB00575
D003693,DB00363
D003693,DB00907
D003693,DB00318
D003693,DB00924
D003693,DB00091
D003693,DB00434
D003693,DB01151
D003693,DB01234
D003693,DB00633
D003693,DB00514
D003693,DB00829
D003693,DB00586
D003693,DB01396
D003693,DB00390
D003693,DB00343
D003693,DB01075
D003693,DB00822
D003693,DB00843
D003693,DB01142
D003693,DB00450
D003693,DB00898
D003693,DB00927
D003693,DB00813
D003693,DB01195
D003693,DB00196
D003693,DB01205
D003693,DB00472
D003693,DB00695
D003693,DB00674
D003693,DB00502
D003693,DB11181
D003693,DB01050
D003693,DB01181
D003693,DB00458
D003693,DB00328
D003693,DB01029
D003693,DB00753
D003693,DB01167
D003693,DB01221
D003693,DB00555
D003693,DB01202
D003693,DB01235
D003693,DB00281
D003693,DB14509
D003693,DB00836
D003693,DB00186
D003693,DB00653
D003693,DB00934
D003693,DB00358
D003693,DB01043
D003693,DB00454
D003693,DB00333
D003693,DB00703
D003693,DB00563
D003693,DB01233
D003693,DB00264
D003693,DB00683
D003693,DB00929
D003693,DB00295
D003693,DB00704
D003693,DB00238
D003693,DB00627
D003693,DB00184
D003693,DB01115
D003693,DB01595
D003693,DB00325
D003693,DB00585
D003693,DB01165
D003693,DB00334
D003693,DB00338
D003693,DB00904
D003693,DB01062
D003693,DB00497
D003693,DB00715
D003693,DB00487
D003693,DB00022
D003693,DB01438
D003693,DB00780
D003693,DB00252
D003693,DB00981
D003693,DB01085
D003693,DB00635
D003693,DB01035
D003693,DB01069
D003693,DB01182
D003693,DB00818
D003693,DB00571
D003693,DB00908
D003693,DB00863
D003693,DB00811
D003693,DB00734
D003693,DB00989
D003693,DB00747
D003693,DB01037
D003693,DB01104
D003693,DB01236
D003693,DB00605
D003693,DB00382
D003693,DB00277
D003693,DB00599
D003693,DB00679
D003693,DB00193
D003693,DB00752
D003693,DB00656
D003693,DB00897
D003693,DB00440
D003693,DB00313
D003693,DB00661
D003693,DB00425
D003704,DB00915
D003704,DB01222
D003704,DB01136
D003704,DB00438
D003704,DB04540
D003704,DB00501
D003704,DB00575
D003704,DB00363
D003704,DB09130
D003704,DB11672
D003704,DB00746
D003704,DB00390
D003704,DB00843
D003704,DB00544
D003704,DB00158
D003704,DB00502
D003704,DB01592
D003704,DB00951
D003704,DB00848
D003704,DB00408
D003704,DB00603
D003704,DB01043
D003704,DB00563
D003704,DB00968
D003704,DB00218
D003704,DB01183
D003704,DB00393
D003704,DB00435
D003704,DB00540
D003704,DB00334
D003704,DB00252
D003704,DB01085
D003704,DB00635
D003704,DB00794
D003704,DB00396
D003704,DB00908
D003704,DB00734
D003704,DB00989
D003704,DB00747
D003704,DB01104
D003704,DB00428
D003704,DB00679
D003704,DB00656
D003704,DB00313
D003704,DB11094
D015161,DB00806
D015140,DB00993
D015140,DB00674
D015140,DB01043
D015140,DB00435
D015140,DB00860
D015140,DB11094
D003711,DB06151
D003711,DB01118
D003711,DB06756
D003711,DB00608
D003711,DB00672
D003711,DB00242
D003711,DB00907
D003711,DB00987
D003711,DB01234
D003711,DB00586
D003711,DB01093
D003711,DB00997
D003711,DB00783
D003711,DB00544
D003711,DB00756
D003711,DB00848
D003711,DB08882
D003711,DB00134
D003711,DB00563
D003711,DB01204
D003711,DB06174
D003711,DB01229
D003711,DB00252
D003711,DB01085
D003711,DB01263
D003711,DB00635
D003711,DB00721
D003711,DB00396
D003711,DB00205
D003711,DB00296
D003711,DB00877
D003711,DB00428
D003711,DB00605
D003711,DB00864
D003711,DB00675
D003711,DB00152
D003711,DB00685
D003711,DB01080
D003711,DB00541
D003711,DB00309
D003711,DB00943
D003882,DB01217
D003882,DB00993
D003882,DB00531
D003882,DB00586
D003882,DB00773
D003882,DB00544
D003882,DB01095
D003882,DB01611
D003882,DB01005
D003882,DB00227
D003882,DB00563
D003882,DB00959
D003882,DB01017
D003882,DB00338
D003882,DB00812
D003882,DB00252
D003882,DB00175
D003882,DB00860
D003882,DB00635
D003882,DB00641
D003882,DB00675
D003929,DB00321
D003929,DB00514
D003929,DB00584
D003929,DB01095
D003929,DB00996
D003929,DB00458
D003929,DB01029
D003929,DB00281
D003929,DB00722
D003929,DB01017
D003929,DB09140
D003929,DB00715
D003929,DB00806
D003929,DB00230
D003929,DB00396
D003929,DB00412
D003929,DB01082
D003929,DB00428
D003929,DB00605
D020833,DB00641
D004172,DB00459
D004172,DB00993
D004172,DB00564
D004172,DB00608
D004172,DB00501
D004172,DB00537
D004172,DB00215
D004172,DB01190
D004172,DB00987
D004172,DB00829
D004172,DB00343
D004172,DB01075
D004172,DB00668
D004172,DB01544
