,Drug,Disease
1245,DB00907,D018437
1246,DB00987,D010244
1247,DB00668,D010244
1248,DB00544,D010244
1249,DB03793,D020165
1250,DB00182,D002340
1251,DB00696,D002340
1252,DB01109,D002340
1253,DB00627,D002340
1254,DB00412,D002340
1255,DB00006,D020212
1256,DB00877,D020212
1257,DB00907,D020215
1258,DB00898,D020215
1259,DB01118,D002341
1260,DB01200,D002341
1261,DB00851,D002341
1262,DB01406,D002341
1263,DB00997,D002341
1264,DB00696,D002341
1265,DB00783,D002341
1266,DB00396,D002341
1267,DB00302,D002341
1268,DB00758,D016893
1269,DB00668,D016893
1270,DB00445,D016893
1271,DB00435,D016893
1272,DB00635,D016893
1273,DB01217,D002349
1274,DB00537,D002349
1275,DB01406,D002349
1276,DB00829,D002349
1277,DB00822,D002349
1278,DB00264,D002349
1279,DB00571,D002349
1280,DB01041,D002349
1281,DB00682,D002349
1282,DB00316,D002375
1283,DB03128,D002375
1284,DB00770,D002375
1285,DB00915,D002375
1286,DB01118,D002375
1287,DB06288,D002375
1288,DB00321,D002375
1289,DB00381,D002375
1290,DB00613,D002375
1291,DB00543,D002375
1292,DB00714,D002375
1293,DB01238,D002375
1294,DB00126,D002375
1295,DB00572,D002375
1296,DB00181,D002375
1297,DB00810,D002375
1298,DB01200,D002375
1299,DB00490,D002375
1300,DB00201,D002375
1301,DB09061,D002375
1302,DB00190,D002375
1303,DB00521,D002375
1304,DB00403,D002375
1305,DB00475,D002375
1306,DB00608,D002375
1307,DB00477,D002375
1308,DB00568,D002375
1309,DB01242,D002375
1310,DB00575,D002375
1311,DB00363,D002375
1312,DB00907,D002375
1313,DB00318,D002375
1314,DB00531,D002375
1315,DB00091,D002375
1316,DB00434,D002375
1317,DB01151,D002375
1318,DB01191,D002375
1319,DB01576,D002375
1320,DB00514,D002375
1321,DB00829,D002375
1322,DB00343,D002375
1323,DB12789,D002375
1324,DB00917,D002375
1325,DB01075,D002375
1326,DB01184,D002375
1327,DB00988,D002375
1328,DB00470,D002375
1329,DB06262,D002375
1330,DB01240,D002375
1331,DB00783,D002375
1332,DB00949,D002375
1333,DB00574,D002375
1334,DB00813,D002375
1335,DB01205,D002375
1336,DB04841,D002375
1337,DB00472,D002375
1338,DB00623,D002375
1339,DB02530,D002375
1340,DB00502,D002375
1341,DB00741,D002375
1342,DB01050,D002375
1343,DB00458,D002375
1344,DB00328,D002375
1345,DB11757,D002375
1346,DB01221,D002375
1347,DB01026,D002375
1348,DB00007,D002375
1349,DB00848,D002375
1350,DB01235,D002375
1351,DB00854,D002375
1352,DB00408,D002375
1353,DB09238,D002375
1354,DB00934,D002375
1355,DB00657,D002375
1356,DB00939,D002375
1357,DB00603,D002375
1358,DB01065,D002375
1359,DB01043,D002375
1360,DB00454,D002375
1361,DB13520,D002375
1362,DB00333,D002375
1363,DB00723,D002375
1364,DB06800,D002375
1365,DB00247,D002375
1366,DB01233,D002375
1367,DB06148,D002375
1368,DB00683,D002375
1369,DB00805,D002375
1370,DB00370,D002375
1371,DB01618,D002375
1372,DB09282,D002375
1373,DB00295,D002375
1374,DB01183,D002375
1375,DB00704,D002375
1376,DB06711,D002375
1377,DB00788,D002375
1378,DB00184,D002375
1379,DB01115,D002375
1380,DB04743,D002375
1381,DB00393,D002375
1382,DB01595,D002375
1383,DB01054,D002375
1384,DB00325,D002375
1385,DB04821,D002375
1386,DB00368,D002375
1387,DB00540,D002375
1388,DB00334,D002375
1389,DB00776,D002375
1390,DB01580,D002375
1391,DB01062,D002375
1392,DB01113,D002375
1393,DB05829,D002375
1394,DB00652,D002375
1395,DB00850,D002375
1396,DB00252,D002375
1397,DB00981,D002375
1398,DB01085,D002375
1399,DB05316,D002375
1400,DB01100,D002375
1401,DB00960,D002375
1402,DB00670,D002375
1403,DB00413,D002375
1404,DB00721,D002375
1405,DB00433,D002375
1406,DB00396,D002375
1407,DB01069,D002375
1408,DB12278,D002375
1409,DB00571,D002375
1410,DB00550,D002375
1411,DB00344,D002375
1412,DB01367,D002375
1413,DB00409,D002375
1414,DB00206,D002375
1415,DB06155,D002375
1416,DB00734,D002375
1417,DB00268,D002375
1418,DB00747,D002375
1419,DB01037,D002375
1420,DB06144,D002375
1421,DB09072,D002375
1422,DB00605,D002375
1423,DB00391,D002375
1424,DB00864,D002375
1425,DB00624,D002375
1426,DB04844,D002375
1427,DB00277,D002375
1428,DB11590,D002375
1429,DB00679,D002375
1430,DB01623,D002375
1431,DB00323,D002375
1432,DB00656,D002375
1433,DB00755,D002375
1434,DB00831,D002375
1435,DB00376,D002375
1436,DB11699,D002375
1437,DB00661,D002375
1438,DB06694,D002375
1439,DB01392,D002375
1440,DB00246,D002375
1441,DB09225,D002375
1442,DB00321,D002385
1443,DB00182,D002385
1444,DB00572,D002385
1445,DB01242,D002385
1446,DB00575,D002385
1447,DB00363,D002385
1448,DB01576,D002385
1449,DB00472,D002385
1450,DB00502,D002385
1451,DB00579,D002385
1452,DB00422,D002385
1453,DB00247,D002385
1454,DB00981,D002385
1455,DB01100,D002385
1456,DB00457,D002385
1457,DB00344,D002385
1458,DB00640,D002389
1459,DB00802,D002389
1460,DB00915,D002389
1461,DB00855,D002389
1462,DB06288,D002389
1463,DB00714,D002389
1464,DB00207,D002389
1465,DB00181,D002389
1466,DB01200,D002389
1467,DB00490,D002389
1468,DB00201,D002389
1469,DB00564,D002389
1470,DB00190,D002389
1471,DB00482,D002389
1472,DB00477,D002389
1473,DB00501,D002389
1474,DB01068,D002389
1475,DB00575,D002389
1476,DB00363,D002389
1477,DB00907,D002389
1478,DB00434,D002389
1479,DB01219,D002389
1480,DB01576,D002389
1481,DB00829,D002389
1482,DB01075,D002389
1483,DB00822,D002389
1484,DB00843,D002389
1485,DB00988,D002389
1486,DB00292,D002389
1487,DB00574,D002389
1488,DB00472,D002389
1489,DB00623,D002389
1490,DB02530,D002389
1491,DB00502,D002389
1492,DB05381,D002389
1493,DB00557,D002389
1494,DB01221,D002389
1495,DB01202,D002389
1496,DB01235,D002389
1497,DB00186,D002389
1498,DB00408,D002389
1499,DB00934,D002389
1500,DB01065,D002389
1501,DB00454,D002389
1502,DB00422,D002389
1503,DB00295,D002389
1504,DB01183,D002389
1505,DB00788,D002389
1506,DB04743,D002389
1507,DB01165,D002389
1508,DB00334,D002389
1509,DB00338,D002389
1510,DB00850,D002389
1511,DB00780,D002389
1512,DB00397,D002389
1513,DB00960,D002389
1514,DB00592,D002389
1515,DB00860,D002389
1516,DB00635,D002389
1517,DB01032,D002389
1518,DB00433,D002389
1519,DB00206,D002389
1520,DB00734,D002389
1521,DB00533,D002389
1522,DB00747,D002389
1523,DB01037,D002389
1524,DB01104,D002389
1525,DB00391,D002389
1526,DB00864,D002389
1527,DB00679,D002389
1528,DB01623,D002389
1529,DB00193,D002389
1530,DB00831,D002389
1531,DB00376,D002389
1532,DB00313,D002389
1533,DB00181,D002422
1534,DB01068,D002422
1535,DB01221,D002422
1536,DB00281,D002422
1537,DB00683,D002422
1538,DB01618,D002422
1539,DB00925,D002422
1540,DB00531,D020226
1541,DB01045,D020226
1542,DB01212,D020806
1543,DB00907,D020863
1544,DB00915,D002493
1545,DB01223,D002493
1546,DB01118,D002493
1547,DB00714,D002493
1548,DB09274,D002493
1549,DB00993,D002493
1550,DB00181,D002493
1551,DB01393,D002493
1552,DB00297,D002493
1553,DB01101,D002493
1554,DB00564,D002493
1555,DB01161,D002493
1556,DB00501,D002493
1557,DB00827,D002493
1558,DB00537,D002493
1559,DB01211,D002493
1560,DB00907,D002493
1561,DB00979,D002493
1562,DB00531,D002493
1563,DB00987,D002493
1564,DB00851,D002493
1565,DB00694,D002493
1566,DB00900,D002493
1567,DB00985,D002493
1568,DB01075,D002493
1569,DB00822,D002493
1570,DB01184,D002493
1571,DB00988,D002493
1572,DB00997,D002493
1573,DB00625,D002493
1574,DB00898,D002493
1575,DB00927,D002493
1576,DB00813,D002493
1577,DB01073,D002493
1578,DB01205,D002493
1579,DB00690,D002493
1580,DB03843,D002493
1581,DB00400,D002493
1582,DB00756,D002493
1583,DB00327,D002493
1584,DB01181,D002493
1585,DB00458,D002493
1586,DB00328,D002493
1587,DB00951,D002493
1588,DB01009,D002493
1589,DB00848,D002493
1590,DB01002,D002493
1591,DB00281,D002493
1592,DB00227,D002493
1593,DB00737,D002493
1594,DB01065,D002493
1595,DB00454,D002493
1596,DB00961,D002493
1597,DB00333,D002493
1598,DB00563,D002493
1599,DB09241,D002493
1600,DB00264,D002493
1601,DB00916,D002493
1602,DB00379,D002493
1603,DB00683,D002493
1604,DB01017,D002493
1605,DB00648,D002493
1606,DB00238,D002493
1607,DB00435,D002493
1608,DB01165,D002493
1609,DB01229,D002493
1610,DB00487,D002493
1611,DB00652,D002493
1612,DB00312,D002493
1613,DB00806,D002493
1614,DB01174,D002493
1615,DB00252,D002493
1616,DB00981,D002493
1617,DB01168,D002493
1618,DB00396,D002493
1619,DB00818,D002493
1620,DB00908,D002493
1621,DB00206,D002493
1622,DB00296,D002493
1623,DB00649,D002493
1624,DB00795,D002493
1625,DB00373,D002493
1626,DB01056,D002493
1627,DB00273,D002493
1628,DB00755,D002493
1629,DB00897,D002493
1630,DB00347,D002493
1631,DB00792,D002493
1632,DB00427,D002493
1633,DB00313,D002493
1634,DB00541,D002493
1635,DB00361,D002493
1636,DB00163,D002493
1637,DB00909,D002493
1638,DB01263,D020314
1639,DB00635,D020314
1640,DB00262,D002494
1641,DB07565,D002494
1642,DB00608,D002494
1643,DB00091,D002494
1644,DB00196,D002494
1645,DB01026,D002494
1646,DB00635,D002494
1647,DB00262,D016543
1648,DB00987,D016543
1649,DB00773,D016543
1650,DB00741,D016543
1651,DB01206,D016543
1652,DB00563,D016543
1653,DB01204,D016543
1654,DB01024,D016543
1655,DB01168,D016543
1656,DB00755,D016543
1657,DB00541,D016543
1658,DB00819,D002524
1659,DB00915,D002524
1660,DB01118,D002524
1661,DB00181,D002524
1662,DB00490,D002524
1663,DB01101,D002524
1664,DB00564,D002524
1665,DB01068,D002524
1666,DB00987,D002524
1667,DB00822,D002524
1668,DB01248,D002524
1669,DB00544,D002524
1670,DB00158,D002524
1671,DB00996,D002524
1672,DB01437,D002524
1673,DB00951,D002524
1674,DB00281,D002524
1675,DB14509,D002524
1676,DB00934,D002524
1677,DB00454,D002524
1678,DB00961,D002524
1679,DB00916,D002524
1680,DB01595,D002524
1681,DB00487,D002524
1682,DB00780,D002524
1683,DB00252,D002524
1684,DB01035,D002524
1685,DB00571,D002524
1686,DB00864,D002524
1687,DB00675,D002524
1688,DB00152,D002524
1689,DB01118,D002526
1690,DB00321,D002526
1691,DB01101,D002526
1692,DB00564,D002526
1693,DB00477,D002526
1694,DB00501,D002526
1695,DB00907,D002526
1696,DB00987,D002526
1697,DB00694,D002526
1698,DB00829,D002526
1699,DB00390,D002526
1700,DB00898,D002526
1701,DB00544,D002526
1702,DB00502,D002526
1703,DB01181,D002526
1704,DB00951,D002526
1705,DB14509,D002526
1706,DB00563,D002526
1707,DB00916,D002526
1708,DB01115,D002526
1709,DB00698,D002526
1710,DB00497,D002526
1711,DB00850,D002526
1712,DB00252,D002526
1713,DB01168,D002526
1714,DB11132,D002526
1715,DB08329,D002526
1716,DB00675,D002526
1717,DB00755,D002526
1718,DB00313,D002526
1719,DB00661,D002526
1720,DB00541,D002526
1721,DB00163,D002526
1722,DB00682,D002526
1723,DB00959,D002528
1724,DB02546,D002528
1725,DB01200,D002539
1726,DB00696,D002539
1727,DB00422,D002539
1728,DB01113,D002539
1729,DB00388,D002539
1730,DB00397,D002539
1731,DB00819,D002543
1732,DB00770,D002543
1733,DB00321,D002543
1734,DB00182,D002543
1735,DB00278,D002543
1736,DB01076,D002543
1737,DB00181,D002543
1738,DB01200,D002543
1739,DB00201,D002543
1740,DB00482,D002543
1741,DB00446,D002543
1742,DB01166,D002543
1743,DB00215,D002543
1744,DB00758,D002543
1745,DB00907,D002543
1746,DB00531,D002543
1747,DB00091,D002543
1748,DB00987,D002543
1749,DB00694,D002543
1750,DB00746,D002543
1751,DB01234,D002543
1752,DB00829,D002543
1753,DB00997,D002543
1754,DB01225,D002543
1755,DB01364,D002543
1756,DB00668,D002543
1757,DB00783,D002543
1758,DB00898,D002543
1759,DB00574,D002543
1760,DB00472,D002543
1761,DB00695,D002543
1762,DB01109,D002543
1763,DB01050,D002543
1764,DB00328,D002543
1765,DB00982,D002543
1766,DB00007,D002543
1767,DB00589,D002543
1768,DB01206,D002543
1769,DB00653,D002543
1770,DB00563,D002543
1771,DB00959,D002543
1772,DB00916,D002543
1773,DB01204,D002543
1774,DB00622,D002543
1775,DB00184,D002543
1776,DB00727,D002543
1777,DB00368,D002543
1778,DB09140,D002543
1779,DB00022,D002543
1780,DB01174,D002543
1781,DB00946,D002543
1782,DB00191,D002543
1783,DB00397,D002543
1784,DB01168,D002543
1785,DB00396,D002543
1786,DB00550,D002543
1787,DB00852,D002543
1788,DB00811,D002543
1789,DB00867,D002543
1790,DB00864,D002543
1791,DB00675,D002543
1792,DB00277,D002543
1793,DB00752,D002543
1794,DB00755,D002543
1795,DB00541,D002543
1796,DB00682,D002543
1797,DB01234,D020202
1798,DB01118,D002544
1799,DB00182,D002544
1800,DB00217,D002544
1801,DB01200,D002544
1802,DB00201,D002544
1803,DB01166,D002544
1804,DB00515,D002544
1805,DB00907,D002544
1806,DB01234,D002544
1807,DB00320,D002544
1808,DB00822,D002544
1809,DB01248,D002544
1810,DB00997,D002544
1811,DB00470,D002544
1812,DB00584,D002544
1813,DB00668,D002544
1814,DB00696,D002544
1815,DB00783,D002544
1816,DB01628,D002544
1817,DB00544,D002544
1818,DB00695,D002544
1819,DB01296,D002544
1820,DB01170,D002544
1821,DB01109,D002544
1822,DB01181,D002544
1823,DB00563,D002544
1824,DB00968,D002544
1825,DB00422,D002544
1826,DB01017,D002544
1827,DB01115,D002544
1828,DB00393,D002544
1829,DB00325,D002544
1830,DB09140,D002544
1831,DB00388,D002544
1832,DB00397,D002544
1833,DB00252,D002544
1834,DB01085,D002544
1835,DB00396,D002544
1836,DB01045,D002544
1837,DB00669,D002544
1838,DB00864,D002544
1839,DB01041,D002544
1840,DB00208,D002544
1841,DB00302,D002544
1842,DB00682,D002544
1843,DB00181,D002547
1844,DB11136,D002547
1845,DB01219,D002547
1846,DB01234,D002547
1847,DB00653,D002547
1848,DB00867,D002547
1849,DB12965,D002547
1850,DB00273,D002547
1851,DB01080,D002547
1852,DB01212,D058565
1853,DB00563,D058565
1854,DB01200,D002558
1855,DB01200,D002559
1856,DB00572,D002561
1857,DB01200,D002561
1858,DB06774,D002561
1859,DB00575,D002561
1860,DB00907,D002561
1861,DB00091,D002561
1862,DB00333,D002561
1863,DB00959,D002561
1864,DB00184,D002561
1865,DB01115,D002561
1866,DB00393,D002561
1867,DB00435,D002561
1868,DB00334,D002561
1869,DB00022,D002561
1870,DB00806,D002561
1871,DB00175,D002561
1872,DB00635,D002561
1873,DB00396,D002561
1874,DB00881,D002561
1875,DB00811,D002561
1876,DB00734,D002561
1877,DB00669,D002561
1878,DB00864,D002561
1879,DB00624,D002561
1880,DB13944,D002561
1881,DB00208,D002561
1882,DB08814,D002561
1883,DB00682,D002561
1884,DB00126,D002607
1885,DB00541,D002607
1886,DB00787,D002819
1887,DB00915,D002819
1888,DB00321,D002819
1889,DB00543,D002819
1890,DB00182,D002819
1891,DB00972,D002819
1892,DB00181,D002819
1893,DB00810,D002819
1894,DB00477,D002819
1895,DB00501,D002819
1896,DB00363,D002819
1897,DB00907,D002819
1898,DB01176,D002819
1899,DB00434,D002819
1900,DB00829,D002819
1901,DB00390,D002819
1902,DB01084,D002819
1903,DB00426,D002819
1904,DB00927,D002819
1905,DB00472,D002819
1906,DB00996,D002819
1907,DB00502,D002819
1908,DB00557,D002819
1909,DB00555,D002819
1910,DB01202,D002819
1911,DB01235,D002819
1912,DB00333,D002819
1913,DB00563,D002819
1914,DB00968,D002819
1915,DB00422,D002819
1916,DB01233,D002819
1917,DB00916,D002819
1918,DB00370,D002819
1919,DB00745,D002819
1920,DB01618,D002819
1921,DB09389,D002819
1922,DB00334,D002819
1923,DB00904,D002819
1924,DB00715,D002819
1925,DB00850,D002819
1926,DB00252,D002819
1927,DB00981,D002819
1928,DB00387,D002819
1929,DB00818,D002819
1930,DB00863,D002819
1931,DB00206,D002819
1932,DB00795,D002819
1933,DB00391,D002819
1934,DB04844,D002819
1935,DB00277,D002819
1936,DB00679,D002819
1937,DB00752,D002819
1938,DB00656,D002819
1939,DB00831,D002819
1940,DB00376,D002819
1941,DB00313,D002819
1942,DB00541,D002819
1943,DB00813,D021081
1944,DB00677,D021081
1945,DB01183,D021081
1946,DB00818,D021081
1947,DB00519,D021081
1948,DB00361,D021081
1949,DB00550,D054221
1950,DB00907,D003027
1951,DB00696,D003027
1952,DB00328,D003027
1953,DB00883,D003027
1954,DB00727,D003027
1955,DB09140,D003027
1956,DB00669,D003027
1957,DB00273,D003027
1958,DB00661,D003027
1959,DB00682,D003027
1960,DB01118,D003117
1961,DB00564,D003117
1962,DB00608,D003117
1963,DB00537,D003117
1964,DB00907,D003117
1965,DB00746,D003117
1966,DB00390,D003117
1967,DB00330,D003117
1968,DB00158,D003117
1969,DB01050,D003117
1970,DB00371,D003117
1971,DB00703,D003117
1972,DB00563,D003117
1973,DB00350,D003117
1974,DB00022,D003117
1975,DB00252,D003117
1976,DB00908,D003117
1977,DB00863,D003117
1978,DB00811,D003117
1979,DB00675,D003117
1980,DB00679,D003117
1981,DB00906,D003117
1982,DB00302,D003117
1983,DB00313,D003117
1984,DB01080,D003117
1985,DB00316,D003128
1986,DB00819,D003128
1987,DB00414,D003128
1988,DB00787,D003128
1989,DB00404,D003128
1990,DB00915,D003128
1991,DB01118,D003128
1992,DB06288,D003128
1993,DB00321,D003128
1994,DB01351,D003128
1995,DB09274,D003128
1996,DB00572,D003128
1997,DB00181,D003128
1998,DB01558,D003128
1999,DB01156,D003128
2000,DB01101,D003128
2001,DB00564,D003128
2002,DB00608,D003128
2003,DB00672,D003128
2004,DB00501,D003128
2005,DB00537,D003128
2006,DB00515,D003128
2007,DB00215,D003128
2008,DB01068,D003128
2009,DB00575,D003128
2010,DB00363,D003128
2011,DB00907,D003128
2012,DB00318,D003128
2013,DB00091,D003128
2014,DB00987,D003128
2015,DB00633,D003128
2016,DB00514,D003128
2017,DB00647,D003128
2018,DB00829,D003128
2019,DB01119,D003128
2020,DB00390,D003128
2021,DB01075,D003128
2022,DB00280,D003128
2023,DB00822,D003128
2024,DB01184,D003128
2025,DB01142,D003128
2026,DB00997,D003128
2027,DB00450,D003128
2028,DB01364,D003128
2029,DB00402,D003128
2030,DB00330,D003128
2031,DB00898,D003128
2032,DB00573,D003128
2033,DB00813,D003128
2034,DB01205,D003128
2035,DB01544,D003128
2036,DB00544,D003128
2037,DB00623,D003128
2038,DB00176,D003128
2039,DB00695,D003128
2040,DB01437,D003128
2041,DB01016,D003128
2042,DB00502,D003128
2043,DB01050,D003128
2044,DB01181,D003128
2045,DB00224,D003128
2046,DB00328,D003128
2047,DB00951,D003128
2048,DB01221,D003128
2049,DB01235,D003128
2050,DB00281,D003128
2051,DB14509,D003128
2052,DB00186,D003128
2053,DB00653,D003128
2054,DB00934,D003128
2055,DB00933,D003128
2056,DB00333,D003128
2057,DB00703,D003128
2058,DB00134,D003128
2059,DB00563,D003128
2060,DB01403,D003128
2061,DB05246,D003128
2062,DB00916,D003128
2063,DB00683,D003128
2064,DB00295,D003128
2065,DB01183,D003128
2066,DB01149,D003128
2067,DB01115,D003128
2068,DB01595,D003128
2069,DB00727,D003128
2070,DB00325,D003128
2071,DB00334,D003128
2072,DB00842,D003128
2073,DB00776,D003128
2074,DB09140,D003128
2075,DB00595,D003128
2076,DB01229,D003128
2077,DB01337,D003128
2078,DB01113,D003128
2079,DB00715,D003128
2080,DB00738,D003128
2081,DB00652,D003128
2082,DB00312,D003128
2083,DB00780,D003128
2084,DB01174,D003128
2085,DB03255,D003128
2086,DB00388,D003128
2087,DB00252,D003128
2088,DB00981,D003128
2089,DB00635,D003128
2090,DB00818,D003128
2091,DB00571,D003128
2092,DB00165,D003128
2093,DB00468,D003128
2094,DB01045,D003128
2095,DB00734,D003128
2096,DB00503,D003128
2097,DB00936,D003128
2098,DB00747,D003128
2099,DB01104,D003128
2100,DB09072,D003128
2101,DB00139,D003128
2102,DB00795,D003128
2103,DB00864,D003128
2104,DB00675,D003128
2105,DB01162,D003128
2106,DB00342,D003128
2107,DB00277,D003128
2108,DB00599,D003128
2109,DB00679,D003128
2110,DB00193,D003128
2111,DB00302,D003128
2112,DB00752,D003128
2113,DB00656,D003128
2114,DB00897,D003128
2115,DB00376,D003128
2116,DB00313,D003128
2117,DB00541,D003128
2118,DB00495,D003128
2119,DB00425,D003128
2120,DB00126,D020918
2121,DB00295,D020918
2122,DB06736,D003221
2123,DB00316,D003221
2124,DB00819,D003221
2125,DB00787,D003221
2126,DB00518,D003221
2127,DB01001,D003221
2128,DB00915,D003221
2129,DB01118,D003221
2130,DB00714,D003221
2131,DB00181,D003221
2132,DB01558,D003221
2133,DB01200,D003221
2134,DB00490,D003221
2135,DB00611,D003221
2136,DB00564,D003221
2137,DB00262,D003221
2138,DB01413,D003221
2139,DB00438,D003221
2140,DB00482,D003221
2141,DB00475,D003221
2142,DB00477,D003221
2143,DB00501,D003221
2144,DB00537,D003221
2145,DB00215,D003221
2146,DB01211,D003221
2147,DB01068,D003221
2148,DB01147,D003221
2149,DB00363,D003221
2150,DB00907,D003221
2151,DB01176,D003221
2152,DB00979,D003221
2153,DB00091,D003221
2154,DB00987,D003221
2155,DB00746,D003221
2156,DB01151,D003221
2157,DB01234,D003221
2158,DB01191,D003221
2159,DB00514,D003221
2160,DB00829,D003221
2161,DB01396,D003221
2162,DB00390,D003221
2163,DB00985,D003221
2164,DB01075,D003221
2165,DB00822,D003221
2166,DB00199,D003221
2167,DB00898,D003221
2168,DB00773,D003221
2169,DB00927,D003221
2170,DB00574,D003221
2171,DB00813,D003221
2172,DB01195,D003221
2173,DB00322,D003221
2174,DB01205,D003221
2175,DB01544,D003221
2176,DB00544,D003221
2177,DB00472,D003221
2178,DB00176,D003221
2179,DB00695,D003221
2180,DB00441,D003221
2181,DB00502,D003221
2182,DB01181,D003221
2183,DB00458,D003221
2184,DB00328,D003221
2185,DB01247,D003221
2186,DB00753,D003221
2187,DB00951,D003221
2188,DB01221,D003221
2189,DB01026,D003221
2190,DB04398,D003221
2191,DB00848,D003221
2192,DB01235,D003221
2193,DB00281,D003221
2194,DB00589,D003221
